amount,captured_at,currency,customer_id,ingested_at,merchant_id,order_id,original,payment_id,payment_method,reference_id,source,source_record_id
59724.50,2026-01-06T16:14:00+00:00,INR,CUS_89800,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000262,"{'amount': '59724.50', 'captured_at': '2026-01-06T16:14:00+00:00'}",PAY_000262,card,REF_000262,payments.csv,payments:PAY_000262
18284.75,2026-01-06T16:28:00+00:00,INR,CUS_11487,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000263,"{'amount': '18284.75', 'captured_at': '2026-01-06T16:28:00+00:00'}",PAY_000263,netbanking,REF_000263,payments.csv,payments:PAY_000263
49041.00,2026-01-06T16:27:00+00:00,INR,CUS_45227,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000264,"{'amount': '49041.00', 'captured_at': '2026-01-06T16:27:00+00:00'}",PAY_000264,upi,REF_000264,payments.csv,payments:PAY_000264
35949.50,2026-01-06T16:30:00+00:00,INR,CUS_18371,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000265,"{'amount': '35949.50', 'captured_at': '2026-01-06T16:30:00+00:00'}",PAY_000265,wallet,REF_000265,payments.csv,payments:PAY_000265
74602.00,2026-01-06T16:42:00+00:00,INR,CUS_58193,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000266,"{'amount': '74602.00', 'captured_at': '2026-01-06T16:42:00+00:00'}",PAY_000266,upi,REF_000266,payments.csv,payments:PAY_000266
66992.00,2026-01-06T16:47:00+00:00,INR,CUS_15772,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000267,"{'amount': '66992.00', 'captured_at': '2026-01-06T16:47:00+00:00'}",PAY_000267,upi,REF_000267,payments.csv,payments:PAY_000267
50497.00,2026-01-06T17:04:00+00:00,INR,CUS_33456,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000268,"{'amount': '50497.00', 'captured_at': '2026-01-06T17:04:00+00:00'}",PAY_000268,wallet,REF_000268,payments.csv,payments:PAY_000268
42234.00,2026-01-06T17:09:00+00:00,INR,CUS_20208,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000269,"{'amount': '42234.00', 'captured_at': '2026-01-06T17:09:00+00:00'}",PAY_000269,upi,REF_000269,payments.csv,payments:PAY_000269
29553.50,2026-01-06T17:06:00+00:00,INR,CUS_16019,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000270,"{'amount': '29553.50', 'captured_at': '2026-01-06T17:06:00+00:00'}",PAY_000270,wallet,REF_000270,payments.csv,payments:PAY_000270
43199.00,2026-01-06T17:11:00+00:00,INR,CUS_82494,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000271,"{'amount': '43199.00', 'captured_at': '2026-01-06T17:11:00+00:00'}",PAY_000271,netbanking,REF_000271,payments.csv,payments:PAY_000271
81920.00,2026-01-06T17:32:00+00:00,INR,CUS_70807,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000272,"{'amount': '81920.00', 'captured_at': '2026-01-06T17:32:00+00:00'}",PAY_000272,card,REF_000272,payments.csv,payments:PAY_000272
1135.25,2026-01-06T17:40:00+00:00,INR,CUS_13133,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000273,"{'amount': '1135.25', 'captured_at': '2026-01-06T17:40:00+00:00'}",PAY_000273,netbanking,REF_000273,payments.csv,payments:PAY_000273
1135.25,2026-01-06T17:33:00+00:00,INR,CUS_13133,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000273,"{'amount': '1135.25', 'captured_at': '2026-01-06T17:33:00+00:00'}",PAY_000274,upi,REF_000273,payments.csv,payments:PAY_000274
40606.00,2026-01-06T17:47:00+00:00,INR,CUS_36895,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000275,"{'amount': '40606.00', 'captured_at': '2026-01-06T17:47:00+00:00'}",PAY_000275,wallet,REF_000275,payments.csv,payments:PAY_000275
18961.75,2026-01-06T17:44:00+00:00,INR,CUS_46677,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000276,"{'amount': '18961.75', 'captured_at': '2026-01-06T17:44:00+00:00'}",PAY_000276,card,REF_000276,payments.csv,payments:PAY_000276
49123.25,2026-01-06T17:57:00+00:00,INR,CUS_21128,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000277,"{'amount': '49123.25', 'captured_at': '2026-01-06T17:57:00+00:00'}",PAY_000277,card,REF_000277,payments.csv,payments:PAY_000277
77880.50,2026-01-06T18:04:00+00:00,INR,CUS_18163,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000278,"{'amount': '77880.50', 'captured_at': '2026-01-06T18:04:00+00:00'}",PAY_000278,card,REF_000278,payments.csv,payments:PAY_000278
41588.25,2026-01-06T18:20:00+00:00,INR,CUS_52762,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000279,"{'amount': '41588.25', 'captured_at': '2026-01-06T18:20:00+00:00'}",PAY_000279,netbanking,REF_000279,payments.csv,payments:PAY_000279
26869.00,2026-01-06T18:15:00+00:00,INR,CUS_86638,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000280,"{'amount': '26869.00', 'captured_at': '2026-01-06T18:15:00+00:00'}",PAY_000280,upi,REF_000280,payments.csv,payments:PAY_000280
61386.00,2026-01-06T18:35:00+00:00,INR,CUS_63282,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000281,"{'amount': '61386.00', 'captured_at': '2026-01-06T18:35:00+00:00'}",PAY_000281,netbanking,REF_000281,payments.csv,payments:PAY_000281
61031.00,2026-01-06T18:30:00+00:00,INR,CUS_25717,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000282,"{'amount': '61031.00', 'captured_at': '2026-01-06T18:30:00+00:00'}",PAY_000282,netbanking,REF_000282,payments.csv,payments:PAY_000282
43264.00,2026-01-06T18:44:00+00:00,INR,CUS_21955,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000283,"{'amount': '43264.00', 'captured_at': '2026-01-06T18:44:00+00:00'}",PAY_000283,netbanking,REF_000283,payments.csv,payments:PAY_000283
6716.75,2026-01-06T18:46:00+00:00,INR,CUS_49169,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000284,"{'amount': '6716.75', 'captured_at': '2026-01-06T18:46:00+00:00'}",PAY_000284,upi,REF_000284,payments.csv,payments:PAY_000284
73169.75,2026-01-06T18:50:00+00:00,INR,CUS_82105,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000285,"{'amount': '73169.75', 'captured_at': '2026-01-06T18:50:00+00:00'}",PAY_000285,wallet,REF_000285,payments.csv,payments:PAY_000285
73169.75,2026-01-06T18:51:00+00:00,INR,CUS_82105,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000285,"{'amount': '73169.75', 'captured_at': '2026-01-06T18:51:00+00:00'}",PAY_000286,upi,REF_000285,payments.csv,payments:PAY_000286
29435.00,2026-01-06T19:14:00+00:00,INR,CUS_35969,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000287,"{'amount': '29435.00', 'captured_at': '2026-01-06T19:14:00+00:00'}",PAY_000287,upi,REF_000287,payments.csv,payments:PAY_000287
8750.00,2026-01-06T19:14:00+00:00,INR,CUS_94670,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000288,"{'amount': '8750.00', 'captured_at': '2026-01-06T19:14:00+00:00'}",PAY_000288,upi,REF_000288,payments.csv,payments:PAY_000288
5896.25,2026-01-06T19:28:00+00:00,INR,CUS_16637,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000289,"{'amount': '5896.25', 'captured_at': '2026-01-06T19:28:00+00:00'}",PAY_000289,wallet,REF_000289,payments.csv,payments:PAY_000289
50465.75,2026-01-06T19:33:00+00:00,INR,CUS_65923,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000290,"{'amount': '50465.75', 'captured_at': '2026-01-06T19:33:00+00:00'}",PAY_000290,card,REF_000290,payments.csv,payments:PAY_000290
36981.25,2026-01-06T19:35:00+00:00,INR,CUS_29481,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000291,"{'amount': '36981.25', 'captured_at': '2026-01-06T19:35:00+00:00'}",PAY_000291,netbanking,REF_000291,payments.csv,payments:PAY_000291
72479.25,2026-01-06T19:43:00+00:00,INR,CUS_17992,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000292,"{'amount': '72479.25', 'captured_at': '2026-01-06T19:43:00+00:00'}",PAY_000292,wallet,REF_000292,payments.csv,payments:PAY_000292
71558.00,2026-01-06T19:58:00+00:00,INR,CUS_60134,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000293,"{'amount': '71558.00', 'captured_at': '2026-01-06T19:58:00+00:00'}",PAY_000293,wallet,REF_000293,payments.csv,payments:PAY_000293
74441.50,2026-01-06T20:00:00+00:00,INR,CUS_52153,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000294,"{'amount': '74441.50', 'captured_at': '2026-01-06T20:00:00+00:00'}",PAY_000294,card,REF_000294,payments.csv,payments:PAY_000294
78565.00,2026-01-06T19:59:00+00:00,INR,CUS_13840,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000295,"{'amount': '78565.00', 'captured_at': '2026-01-06T19:59:00+00:00'}",PAY_000295,wallet,REF_000295,payments.csv,payments:PAY_000295
13424.00,2026-01-06T20:12:00+00:00,INR,CUS_96096,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000296,"{'amount': '13424.00', 'captured_at': '2026-01-06T20:12:00+00:00'}",PAY_000296,upi,REF_000296,payments.csv,payments:PAY_000296
51211.00,2026-01-06T20:18:00+00:00,INR,CUS_32768,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000297,"{'amount': '51211.00', 'captured_at': '2026-01-06T20:18:00+00:00'}",PAY_000297,netbanking,REF_000297,payments.csv,payments:PAY_000297
3997.75,2026-01-06T20:25:00+00:00,INR,CUS_56095,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000298,"{'amount': '3997.75', 'captured_at': '2026-01-06T20:25:00+00:00'}",PAY_000298,card,REF_000298,payments.csv,payments:PAY_000298
40808.00,2026-01-06T20:26:00+00:00,INR,CUS_74282,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000299,"{'amount': '40808.00', 'captured_at': '2026-01-06T20:26:00+00:00'}",PAY_000299,upi,REF_000299,payments.csv,payments:PAY_000299
28979.00,2026-01-06T20:34:00+00:00,INR,CUS_79002,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000300,"{'amount': '28979.00', 'captured_at': '2026-01-06T20:34:00+00:00'}",PAY_000300,netbanking,REF_000300,payments.csv,payments:PAY_000300
28979.00,2026-01-06T20:38:00+00:00,INR,CUS_79002,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000300,"{'amount': '28979.00', 'captured_at': '2026-01-06T20:38:00+00:00'}",PAY_000301,netbanking,REF_000300,payments.csv,payments:PAY_000301
8106.00,2026-01-06T20:53:00+00:00,INR,CUS_29360,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000302,"{'amount': '8106.00', 'captured_at': '2026-01-06T20:53:00+00:00'}",PAY_000302,upi,REF_000302,payments.csv,payments:PAY_000302
49267.75,2026-01-06T20:58:00+00:00,INR,CUS_96787,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000303,"{'amount': '49267.75', 'captured_at': '2026-01-06T20:58:00+00:00'}",PAY_000303,netbanking,REF_000303,payments.csv,payments:PAY_000303
57561.75,2026-01-06T21:14:00+00:00,INR,CUS_73858,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000304,"{'amount': '57561.75', 'captured_at': '2026-01-06T21:14:00+00:00'}",PAY_000304,card,REF_000304,payments.csv,payments:PAY_000304
87532.50,2026-01-06T21:18:00+00:00,INR,CUS_32983,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000305,"{'amount': '87532.50', 'captured_at': '2026-01-06T21:18:00+00:00'}",PAY_000305,netbanking,REF_000305,payments.csv,payments:PAY_000305
535.75,2026-01-06T21:17:00+00:00,INR,CUS_85082,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000306,"{'amount': '535.75', 'captured_at': '2026-01-06T21:17:00+00:00'}",PAY_000306,card,REF_000306,payments.csv,payments:PAY_000306
29253.75,2026-01-06T21:35:00+00:00,INR,CUS_84127,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000307,"{'amount': '29253.75', 'captured_at': '2026-01-06T21:35:00+00:00'}",PAY_000307,card,REF_000307,payments.csv,payments:PAY_000307
10498.00,2026-01-06T21:34:00+00:00,INR,CUS_55457,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000308,"{'amount': '10498.00', 'captured_at': '2026-01-06T21:34:00+00:00'}",PAY_000308,upi,REF_000308,payments.csv,payments:PAY_000308
1793.00,2026-01-06T21:37:00+00:00,INR,CUS_37483,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000309,"{'amount': '1793.00', 'captured_at': '2026-01-06T21:37:00+00:00'}",PAY_000309,netbanking,REF_000309,payments.csv,payments:PAY_000309
6610.25,2026-01-06T21:59:00+00:00,INR,CUS_67438,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000310,"{'amount': '6610.25', 'captured_at': '2026-01-06T21:59:00+00:00'}",PAY_000310,card,REF_000310,payments.csv,payments:PAY_000310
49938.00,2026-01-06T21:54:00+00:00,INR,CUS_81568,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000311,"{'amount': '49938.00', 'captured_at': '2026-01-06T21:54:00+00:00'}",PAY_000311,wallet,REF_000311,payments.csv,payments:PAY_000311
59451.00,2026-01-06T21:57:00+00:00,INR,CUS_14379,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000312,"{'amount': '59451.00', 'captured_at': '2026-01-06T21:57:00+00:00'}",PAY_000312,netbanking,REF_000312,payments.csv,payments:PAY_000312
10025.00,2026-01-06T22:10:00+00:00,INR,CUS_32296,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000313,"{'amount': '10025.00', 'captured_at': '2026-01-06T22:10:00+00:00'}",PAY_000313,upi,REF_000313,payments.csv,payments:PAY_000313
78160.50,2026-01-06T22:14:00+00:00,INR,CUS_73273,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000314,"{'amount': '78160.50', 'captured_at': '2026-01-06T22:14:00+00:00'}",PAY_000314,wallet,REF_000314,payments.csv,payments:PAY_000314
57211.00,2026-01-06T22:26:00+00:00,INR,CUS_17019,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000315,"{'amount': '57211.00', 'captured_at': '2026-01-06T22:26:00+00:00'}",PAY_000315,card,REF_000315,payments.csv,payments:PAY_000315
71095.00,2026-01-06T22:34:00+00:00,INR,CUS_96585,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000316,"{'amount': '71095.00', 'captured_at': '2026-01-06T22:34:00+00:00'}",PAY_000316,card,REF_000316,payments.csv,payments:PAY_000316
51798.50,2026-01-06T22:37:00+00:00,INR,CUS_82045,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000317,"{'amount': '51798.50', 'captured_at': '2026-01-06T22:37:00+00:00'}",PAY_000317,upi,REF_000317,payments.csv,payments:PAY_000317
56347.00,2026-01-06T22:57:00+00:00,INR,CUS_48607,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000318,"{'amount': '56347.00', 'captured_at': '2026-01-06T22:57:00+00:00'}",PAY_000318,card,REF_000318,payments.csv,payments:PAY_000318
27425.00,2026-01-06T22:48:00+00:00,INR,CUS_93648,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000319,"{'amount': '27425.00', 'captured_at': '2026-01-06T22:48:00+00:00'}",PAY_000319,wallet,REF_000319,payments.csv,payments:PAY_000319
27425.00,2026-01-06T22:55:00+00:00,INR,CUS_93648,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000319,"{'amount': '27425.00', 'captured_at': '2026-01-06T22:55:00+00:00'}",PAY_000320,wallet,REF_000319,payments.csv,payments:PAY_000320
86943.00,2026-01-06T23:20:00+00:00,INR,CUS_21945,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000321,"{'amount': '86943.00', 'captured_at': '2026-01-06T23:20:00+00:00'}",PAY_000321,wallet,REF_000321,payments.csv,payments:PAY_000321
50296.00,2026-01-06T23:09:00+00:00,INR,CUS_34455,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000322,"{'amount': '50296.00', 'captured_at': '2026-01-06T23:09:00+00:00'}",PAY_000322,netbanking,REF_000322,payments.csv,payments:PAY_000322
35500.50,2026-01-06T23:16:00+00:00,INR,CUS_18079,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000323,"{'amount': '35500.50', 'captured_at': '2026-01-06T23:16:00+00:00'}",PAY_000323,upi,REF_000323,payments.csv,payments:PAY_000323
30120.50,2026-01-06T23:38:00+00:00,INR,CUS_17993,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000324,"{'amount': '30120.50', 'captured_at': '2026-01-06T23:38:00+00:00'}",PAY_000324,wallet,REF_000324,payments.csv,payments:PAY_000324
31186.25,2026-01-06T23:38:00+00:00,INR,CUS_49171,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000325,"{'amount': '31186.25', 'captured_at': '2026-01-06T23:38:00+00:00'}",PAY_000325,upi,REF_000325,payments.csv,payments:PAY_000325
59156.00,2026-01-06T23:40:00+00:00,INR,CUS_31910,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000326,"{'amount': '59156.00', 'captured_at': '2026-01-06T23:40:00+00:00'}",PAY_000326,card,REF_000326,payments.csv,payments:PAY_000326
82511.00,2026-01-06T23:52:00+00:00,INR,CUS_87994,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000327,"{'amount': '82511.00', 'captured_at': '2026-01-06T23:52:00+00:00'}",PAY_000327,upi,REF_000327,payments.csv,payments:PAY_000327
82511.00,2026-01-06T23:54:00+00:00,INR,CUS_87994,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000327,"{'amount': '82511.00', 'captured_at': '2026-01-06T23:54:00+00:00'}",PAY_000328,wallet,REF_000327,payments.csv,payments:PAY_000328
68416.25,2026-01-07T00:15:00+00:00,INR,CUS_11620,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000329,"{'amount': '68416.25', 'captured_at': '2026-01-07T00:15:00+00:00'}",PAY_000329,wallet,REF_000329,payments.csv,payments:PAY_000329
77361.50,2026-01-07T00:04:00+00:00,INR,CUS_23133,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000330,"{'amount': '77361.50', 'captured_at': '2026-01-07T00:04:00+00:00'}",PAY_000330,netbanking,REF_000330,payments.csv,payments:PAY_000330
34920.25,2026-01-07T00:26:00+00:00,INR,CUS_95824,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000331,"{'amount': '34920.25', 'captured_at': '2026-01-07T00:26:00+00:00'}",PAY_000331,upi,REF_000331,payments.csv,payments:PAY_000331
80077.75,2026-01-07T00:27:00+00:00,INR,CUS_62654,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000332,"{'amount': '80077.75', 'captured_at': '2026-01-07T00:27:00+00:00'}",PAY_000332,netbanking,REF_000332,payments.csv,payments:PAY_000332
62587.00,2026-01-07T00:32:00+00:00,INR,CUS_58816,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000333,"{'amount': '62587.00', 'captured_at': '2026-01-07T00:32:00+00:00'}",PAY_000333,netbanking,REF_000333,payments.csv,payments:PAY_000333
13173.00,2026-01-07T00:45:00+00:00,INR,CUS_27614,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000334,"{'amount': '13173.00', 'captured_at': '2026-01-07T00:45:00+00:00'}",PAY_000334,netbanking,REF_000334,payments.csv,payments:PAY_000334
54927.50,2026-01-07T00:42:00+00:00,INR,CUS_94614,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000335,"{'amount': '54927.50', 'captured_at': '2026-01-07T00:42:00+00:00'}",PAY_000335,wallet,REF_000335,payments.csv,payments:PAY_000335
63799.50,2026-01-07T00:59:00+00:00,INR,CUS_59009,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000336,"{'amount': '63799.50', 'captured_at': '2026-01-07T00:59:00+00:00'}",PAY_000336,card,REF_000336,payments.csv,payments:PAY_000336
18079.50,2026-01-07T00:55:00+00:00,INR,CUS_84537,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000337,"{'amount': '18079.50', 'captured_at': '2026-01-07T00:55:00+00:00'}",PAY_000337,card,REF_000337,payments.csv,payments:PAY_000337
33001.00,2026-01-07T01:08:00+00:00,INR,CUS_69827,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000338,"{'amount': '33001.00', 'captured_at': '2026-01-07T01:08:00+00:00'}",PAY_000338,card,REF_000338,payments.csv,payments:PAY_000338
52328.75,2026-01-07T01:09:00+00:00,INR,CUS_26236,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000339,"{'amount': '52328.75', 'captured_at': '2026-01-07T01:09:00+00:00'}",PAY_000339,card,REF_000339,payments.csv,payments:PAY_000339
78162.25,2026-01-07T01:31:00+00:00,INR,CUS_33276,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000340,"{'amount': '78162.25', 'captured_at': '2026-01-07T01:31:00+00:00'}",PAY_000340,netbanking,REF_000340,payments.csv,payments:PAY_000340
34203.75,2026-01-07T01:20:00+00:00,INR,CUS_21847,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000341,"{'amount': '34203.75', 'captured_at': '2026-01-07T01:20:00+00:00'}",PAY_000341,wallet,REF_000341,payments.csv,payments:PAY_000341
29312.75,2026-01-07T01:36:00+00:00,INR,CUS_39505,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000342,"{'amount': '29312.75', 'captured_at': '2026-01-07T01:36:00+00:00'}",PAY_000342,netbanking,REF_000342,payments.csv,payments:PAY_000342
2928.75,2026-01-07T01:39:00+00:00,INR,CUS_11166,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000343,"{'amount': '2928.75', 'captured_at': '2026-01-07T01:39:00+00:00'}",PAY_000343,card,REF_000343,payments.csv,payments:PAY_000343
33381.50,2026-01-07T01:52:00+00:00,INR,CUS_50037,2026-01-05T09:30:00+00:00,MCH_SWIFT,ORD_000344,"{'amount': '33381.50', 'captured_at': '2026-01-07T01:52:00+00:00'}",PAY_000344,wallet,REF_000344,payments.csv,payments:PAY_000344
60461.00,2026-01-07T01:58:00+00:00,INR,CUS_38601,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000345,"{'amount': '60461.00', 'captured_at': '2026-01-07T01:58:00+00:00'}",PAY_000345,wallet,REF_000345,payments.csv,payments:PAY_000345
67345.75,2026-01-07T02:06:00+00:00,INR,CUS_59051,2026-01-05T09:30:00+00:00,MCH_ZERO,ORD_000346,"{'amount': '67345.75', 'captured_at': '2026-01-07T02:06:00+00:00'}",PAY_000346,netbanking,REF_000346,payments.csv,payments:PAY_000346
8667.00,2026-01-07T02:15:00+00:00,INR,CUS_46239,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000347,"{'amount': '8667.00', 'captured_at': '2026-01-07T02:15:00+00:00'}",PAY_000347,netbanking,REF_000347,payments.csv,payments:PAY_000347
85689.00,2026-01-07T02:24:00+00:00,INR,CUS_34688,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000348,"{'amount': '85689.00', 'captured_at': '2026-01-07T02:24:00+00:00'}",PAY_000348,card,REF_000348,payments.csv,payments:PAY_000348
53265.75,2026-01-07T02:23:00+00:00,INR,CUS_51888,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000349,"{'amount': '53265.75', 'captured_at': '2026-01-07T02:23:00+00:00'}",PAY_000349,upi,REF_000349,payments.csv,payments:PAY_000349
34303.25,2026-01-07T02:25:00+00:00,INR,CUS_63031,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000350,"{'amount': '34303.25', 'captured_at': '2026-01-07T02:25:00+00:00'}",PAY_000350,card,REF_000350,payments.csv,payments:PAY_000350
29445.75,2026-01-07T02:48:00+00:00,INR,CUS_80075,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000351,"{'amount': '29445.75', 'captured_at': '2026-01-07T02:48:00+00:00'}",PAY_000351,netbanking,REF_000351,payments.csv,payments:PAY_000351
73470.00,2026-01-07T02:50:00+00:00,INR,CUS_48506,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000352,"{'amount': '73470.00', 'captured_at': '2026-01-07T02:50:00+00:00'}",PAY_000352,card,REF_000352,payments.csv,payments:PAY_000352
73470.00,2026-01-07T02:52:00+00:00,INR,CUS_48506,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000352,"{'amount': '73470.00', 'captured_at': '2026-01-07T02:52:00+00:00'}",PAY_000353,card,REF_000352,payments.csv,payments:PAY_000353
12004.00,2026-01-07T02:59:00+00:00,INR,CUS_56567,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000354,"{'amount': '12004.00', 'captured_at': '2026-01-07T02:59:00+00:00'}",PAY_000354,wallet,REF_000354,payments.csv,payments:PAY_000354
34452.50,2026-01-07T03:02:00+00:00,INR,CUS_48541,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000355,"{'amount': '34452.50', 'captured_at': '2026-01-07T03:02:00+00:00'}",PAY_000355,wallet,REF_000355,payments.csv,payments:PAY_000355
76362.50,2026-01-07T03:12:00+00:00,INR,CUS_19334,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000356,"{'amount': '76362.50', 'captured_at': '2026-01-07T03:12:00+00:00'}",PAY_000356,upi,REF_000356,payments.csv,payments:PAY_000356
39406.25,2026-01-07T03:15:00+00:00,INR,CUS_17086,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000357,"{'amount': '39406.25', 'captured_at': '2026-01-07T03:15:00+00:00'}",PAY_000357,card,REF_000357,payments.csv,payments:PAY_000357
74932.25,2026-01-07T03:24:00+00:00,INR,CUS_28772,2026-01-05T09:30:00+00:00,MCH_SAAS,ORD_000358,"{'amount': '74932.25', 'captured_at': '2026-01-07T03:24:00+00:00'}",PAY_000358,upi,REF_000358,payments.csv,payments:PAY_000358
83010.00,2026-01-07T03:30:00+00:00,INR,CUS_51079,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000359,"{'amount': '83010.00', 'captured_at': '2026-01-07T03:30:00+00:00'}",PAY_000359,upi,REF_000359,payments.csv,payments:PAY_000359
27744.00,2026-01-07T03:47:00+00:00,INR,CUS_85534,2026-01-05T09:30:00+00:00,MCH_CAFE,ORD_000360,"{'amount': '27744.00', 'captured_at': '2026-01-07T03:47:00+00:00'}",PAY_000360,upi,REF_000360,payments.csv,payments:PAY_000360
57147.75,2026-01-07T03:54:00+00:00,INR,CUS_66283,2026-01-05T09:30:00+00:00,MCH_HEALTH,ORD_000361,"{'amount': '57147.75', 'captured_at': '2026-01-07T03:54:00+00:00'}",PAY_000361,wallet,REF_000361,payments.csv,payments:PAY_000361
49203.00,2026-01-07T03:55:00+00:00,INR,CUS_52233,2026-01-05T09:30:00+00:00,MCH_TRAVEL,ORD_000362,"{'amount': '49203.00', 'captured_at': '2026-01-07T03:55:00+00:00'}",PAY_000362,upi,REF_000362,payments.csv,payments:PAY_000362
