amount,batch_id,currency,ingested_at,merchant_id,original,payment_id,settled_at,settlement_id,source,source_record_id
19430.59,BATCH_20260108,INR,2026-01-08T17:33:00+00:00,MCH_HEALTH,"{'amount': '19430.59', 'settled_at': '2026-01-08T17:33:00+00:00'}",PAY_000256,2026-01-08T17:33:00+00:00,SET_000256,settlements.csv,settlements:SET_000256
2107.00,BATCH_20260107,INR,2026-01-07T20:31:00+00:00,MCH_ZERO,"{'amount': '2107.00', 'settled_at': '2026-01-07T20:31:00+00:00'}",PAY_000257,2026-01-07T20:31:00+00:00,SET_000257,settlements.csv,settlements:SET_000257
64713.76,BATCH_20260109,INR,2026-01-09T18:54:00+00:00,MCH_TRAVEL,"{'amount': '64713.76', 'settled_at': '2026-01-09T18:54:00+00:00'}",PAY_000258,2026-01-09T18:54:00+00:00,SET_000258,settlements.csv,settlements:SET_000258
11007.35,BATCH_20260108,INR,2026-01-08T21:54:00+00:00,MCH_CAFE,"{'amount': '11007.35', 'settled_at': '2026-01-08T21:54:00+00:00'}",PAY_000259,2026-01-08T21:54:00+00:00,SET_000259,settlements.csv,settlements:SET_000259
18284.75,BATCH_20260107,INR,2026-01-07T21:28:00+00:00,MCH_ZERO,"{'amount': '18284.75', 'settled_at': '2026-01-07T21:28:00+00:00'}",PAY_000263,2026-01-07T21:28:00+00:00,SET_000263,settlements.csv,settlements:SET_000263
48155.26,BATCH_20260108,INR,2026-01-08T22:27:00+00:00,MCH_SWIFT,"{'amount': '48155.26', 'settled_at': '2026-01-08T22:27:00+00:00'}",PAY_000264,2026-01-08T22:27:00+00:00,SET_000264,settlements.csv,settlements:SET_000264
35034.22,BATCH_20260110,INR,2026-01-10T00:30:00+00:00,MCH_SAAS,"{'amount': '35034.22', 'settled_at': '2026-01-10T00:30:00+00:00'}",PAY_000265,2026-01-10T00:30:00+00:00,SET_000265,settlements.csv,settlements:SET_000265
42079.53,BATCH_20260109,INR,2026-01-09T18:42:00+00:00,MCH_SAAS,"{'amount': '42079.53', 'settled_at': '2026-01-09T18:42:00+00:00'}",PAY_000266,2026-01-09T18:42:00+00:00,SET_000266,settlements.csv,settlements:SET_000266
65783.14,BATCH_20260109,INR,2026-01-09T00:47:00+00:00,MCH_SWIFT,"{'amount': '65783.14', 'settled_at': '2026-01-09T00:47:00+00:00'}",PAY_000267,2026-01-09T00:47:00+00:00,SET_000267,settlements.csv,settlements:SET_000267
24435.78,BATCH_20260108,INR,2026-01-08T21:04:00+00:00,MCH_CAFE,"{'amount': '24435.78', 'settled_at': '2026-01-08T21:04:00+00:00'}",PAY_000268,2026-01-08T21:04:00+00:00,SET_000268,settlements.csv,settlements:SET_000268
41173.15,BATCH_20260109,INR,2026-01-09T18:09:00+00:00,MCH_SAAS,"{'amount': '41173.15', 'settled_at': '2026-01-09T18:09:00+00:00'}",PAY_000269,2026-01-09T18:09:00+00:00,SET_000269,settlements.csv,settlements:SET_000269
29018.54,BATCH_20260108,INR,2026-01-08T22:06:00+00:00,MCH_SWIFT,"{'amount': '29018.54', 'settled_at': '2026-01-08T22:06:00+00:00'}",PAY_000270,2026-01-08T22:06:00+00:00,SET_000270,settlements.csv,settlements:SET_000270
42142.04,BATCH_20260108,INR,2026-01-08T21:11:00+00:00,MCH_CAFE,"{'amount': '42142.04', 'settled_at': '2026-01-08T21:11:00+00:00'}",PAY_000271,2026-01-08T21:11:00+00:00,SET_000271,settlements.csv,settlements:SET_000271
80357.52,BATCH_20260109,INR,2026-01-09T21:32:00+00:00,MCH_TRAVEL,"{'amount': '80357.52', 'settled_at': '2026-01-09T21:32:00+00:00'}",PAY_000272,2026-01-09T21:32:00+00:00,SET_000272,settlements.csv,settlements:SET_000272
1111.82,BATCH_20260108,INR,2026-01-08T18:40:00+00:00,MCH_SWIFT,"{'amount': '1111.82', 'settled_at': '2026-01-08T18:40:00+00:00'}",PAY_000273,2026-01-08T18:40:00+00:00,SET_000273,settlements.csv,settlements:SET_000273
39828.49,BATCH_20260110,INR,2026-01-10T01:47:00+00:00,MCH_TRAVEL,"{'amount': '39828.49', 'settled_at': '2026-01-10T01:47:00+00:00'}",PAY_000275,2026-01-10T01:47:00+00:00,SET_000275,settlements.csv,settlements:SET_000275
18961.75,BATCH_20260108,INR,2026-01-08T00:44:00+00:00,MCH_ZERO,"{'amount': '18961.75', 'settled_at': '2026-01-08T00:44:00+00:00'}",PAY_000276,2026-01-08T00:44:00+00:00,SET_000276,settlements.csv,settlements:SET_000276
48183.91,BATCH_20260110,INR,2026-01-10T00:57:00+00:00,MCH_TRAVEL,"{'amount': '48183.91', 'settled_at': '2026-01-10T00:57:00+00:00'}",PAY_000277,2026-01-10T00:57:00+00:00,SET_000277,settlements.csv,settlements:SET_000277
77880.50,BATCH_20260107,INR,2026-01-07T23:04:00+00:00,MCH_ZERO,"{'amount': '77880.50', 'settled_at': '2026-01-07T23:04:00+00:00'}",PAY_000278,2026-01-07T23:04:00+00:00,SET_000278,settlements.csv,settlements:SET_000278
40671.31,BATCH_20260108,INR,2026-01-08T22:20:00+00:00,MCH_CAFE,"{'amount': '40671.31', 'settled_at': '2026-01-08T22:20:00+00:00'}",PAY_000279,2026-01-08T22:20:00+00:00,SET_000279,settlements.csv,settlements:SET_000279
26869.00,BATCH_20260107,INR,2026-01-07T21:15:00+00:00,MCH_ZERO,"{'amount': '26869.00', 'settled_at': '2026-01-07T21:15:00+00:00'}",PAY_000280,2026-01-07T21:15:00+00:00,SET_000280,settlements.csv,settlements:SET_000280
33025.90,BATCH_20260110,INR,2026-01-10T02:35:00+00:00,MCH_SAAS,"{'amount': '33025.90', 'settled_at': '2026-01-10T02:35:00+00:00'}",PAY_000281,2026-01-10T02:35:00+00:00,SET_000281,settlements.csv,settlements:SET_000281
59686.32,BATCH_20260108,INR,2026-01-08T19:30:00+00:00,MCH_CAFE,"{'amount': '59686.32', 'settled_at': '2026-01-08T19:30:00+00:00'}",PAY_000282,2026-01-08T19:30:00+00:00,SET_000282,settlements.csv,settlements:SET_000282
42482.25,BATCH_20260109,INR,2026-01-09T01:44:00+00:00,MCH_SWIFT,"{'amount': '42482.25', 'settled_at': '2026-01-09T01:44:00+00:00'}",PAY_000283,2026-01-09T01:44:00+00:00,SET_000283,settlements.csv,settlements:SET_000283
6578.41,BATCH_20260109,INR,2026-01-09T01:46:00+00:00,MCH_HEALTH,"{'amount': '6578.41', 'settled_at': '2026-01-09T01:46:00+00:00'}",PAY_000284,2026-01-09T01:46:00+00:00,SET_000284,settlements.csv,settlements:SET_000284
71335.51,BATCH_20260109,INR,2026-01-09T20:50:00+00:00,MCH_SAAS,"{'amount': '71335.51', 'settled_at': '2026-01-09T20:50:00+00:00'}",PAY_000285,2026-01-09T20:50:00+00:00,SET_000285,settlements.csv,settlements:SET_000285
29421.86,BATCH_20260108,INR,2026-01-08T00:14:00+00:00,MCH_ZERO,"{'amount': '29421.86', 'settled_at': '2026-01-08T00:14:00+00:00'}",PAY_000287,2026-01-08T00:14:00+00:00,SET_000287,settlements.csv,settlements:SET_000287
8750.00,BATCH_20260108,INR,2026-01-08T01:14:00+00:00,MCH_ZERO,"{'amount': '8750.00', 'settled_at': '2026-01-08T01:14:00+00:00'}",PAY_000288,2026-01-08T01:14:00+00:00,SET_000288,settlements.csv,settlements:SET_000288
5896.25,BATCH_20260108,INR,2026-01-08T03:28:00+00:00,MCH_ZERO,"{'amount': '5896.25', 'settled_at': '2026-01-08T03:28:00+00:00'}",PAY_000289,2026-01-08T03:28:00+00:00,SET_000289,settlements.csv,settlements:SET_000289
50465.75,BATCH_20260107,INR,2026-01-07T22:33:00+00:00,MCH_ZERO,"{'amount': '50465.75', 'settled_at': '2026-01-07T22:33:00+00:00'}",PAY_000290,2026-01-07T22:33:00+00:00,SET_000290,settlements.csv,settlements:SET_000290
36165.66,BATCH_20260109,INR,2026-01-09T03:35:00+00:00,MCH_CAFE,"{'amount': '36165.66', 'settled_at': '2026-01-09T03:35:00+00:00'}",PAY_000291,2026-01-09T03:35:00+00:00,SET_000291,settlements.csv,settlements:SET_000291
61183.63,BATCH_20260109,INR,2026-01-09T23:43:00+00:00,MCH_SAAS,"{'amount': '61183.63', 'settled_at': '2026-01-09T23:43:00+00:00'}",PAY_000292,2026-01-09T23:43:00+00:00,SET_000292,settlements.csv,settlements:SET_000292
70192.40,BATCH_20260110,INR,2026-01-10T03:58:00+00:00,MCH_TRAVEL,"{'amount': '70192.40', 'settled_at': '2026-01-10T03:58:00+00:00'}",PAY_000293,2026-01-10T03:58:00+00:00,SET_000293,settlements.csv,settlements:SET_000293
72801.79,BATCH_20260108,INR,2026-01-08T21:00:00+00:00,MCH_CAFE,"{'amount': '72801.79', 'settled_at': '2026-01-08T21:00:00+00:00'}",PAY_000294,2026-01-08T21:00:00+00:00,SET_000294,settlements.csv,settlements:SET_000294
55159.28,BATCH_20260108,INR,2026-01-08T23:59:00+00:00,MCH_CAFE,"{'amount': '55159.28', 'settled_at': '2026-01-08T23:59:00+00:00'}",PAY_000295,2026-01-08T23:59:00+00:00,SET_000295,settlements.csv,settlements:SET_000295
13179.37,BATCH_20260109,INR,2026-01-09T00:12:00+00:00,MCH_SWIFT,"{'amount': '13179.37', 'settled_at': '2026-01-09T00:12:00+00:00'}",PAY_000296,2026-01-09T00:12:00+00:00,SET_000296,settlements.csv,settlements:SET_000296
50182.78,BATCH_20260109,INR,2026-01-09T02:18:00+00:00,MCH_HEALTH,"{'amount': '50182.78', 'settled_at': '2026-01-09T02:18:00+00:00'}",PAY_000297,2026-01-09T02:18:00+00:00,SET_000297,settlements.csv,settlements:SET_000297
3913.79,BATCH_20260109,INR,2026-01-09T04:25:00+00:00,MCH_HEALTH,"{'amount': '3913.79', 'settled_at': '2026-01-09T04:25:00+00:00'}",PAY_000298,2026-01-09T04:25:00+00:00,SET_000298,settlements.csv,settlements:SET_000298
39987.84,BATCH_20260109,INR,2026-01-09T00:26:00+00:00,MCH_HEALTH,"{'amount': '39987.84', 'settled_at': '2026-01-09T00:26:00+00:00'}",PAY_000299,2026-01-09T00:26:00+00:00,SET_000299,settlements.csv,settlements:SET_000299
7925.67,BATCH_20260109,INR,2026-01-09T02:53:00+00:00,MCH_CAFE,"{'amount': '7925.67', 'settled_at': '2026-01-09T02:53:00+00:00'}",PAY_000302,2026-01-09T02:53:00+00:00,SET_000302,settlements.csv,settlements:SET_000302
49287.65,BATCH_20260108,INR,2026-01-08T01:58:00+00:00,MCH_ZERO,"{'amount': '49287.65', 'settled_at': '2026-01-08T01:58:00+00:00'}",PAY_000303,2026-01-08T01:58:00+00:00,SET_000303,settlements.csv,settlements:SET_000303
56462.08,BATCH_20260110,INR,2026-01-10T03:14:00+00:00,MCH_TRAVEL,"{'amount': '56462.08', 'settled_at': '2026-01-10T03:14:00+00:00'}",PAY_000304,2026-01-10T03:14:00+00:00,SET_000304,settlements.csv,settlements:SET_000304
85953.91,BATCH_20260109,INR,2026-01-09T00:18:00+00:00,MCH_SWIFT,"{'amount': '85953.91', 'settled_at': '2026-01-09T00:18:00+00:00'}",PAY_000305,2026-01-09T00:18:00+00:00,SET_000305,settlements.csv,settlements:SET_000305
523.11,BATCH_20260109,INR,2026-01-09T03:17:00+00:00,MCH_SWIFT,"{'amount': '523.11', 'settled_at': '2026-01-09T03:17:00+00:00'}",PAY_000306,2026-01-09T03:17:00+00:00,SET_000306,settlements.csv,settlements:SET_000306
28664.67,BATCH_20260109,INR,2026-01-09T03:35:00+00:00,MCH_HEALTH,"{'amount': '28664.67', 'settled_at': '2026-01-09T03:35:00+00:00'}",PAY_000307,2026-01-09T03:35:00+00:00,SET_000307,settlements.csv,settlements:SET_000307
1984.23,BATCH_20260110,INR,2026-01-10T02:37:00+00:00,MCH_SAAS,"{'amount': '1984.23', 'settled_at': '2026-01-10T02:37:00+00:00'}",PAY_000309,2026-01-10T02:37:00+00:00,SET_000309,settlements.csv,settlements:SET_000309
58377.88,BATCH_20260109,INR,2026-01-09T02:57:00+00:00,MCH_SWIFT,"{'amount': '58377.88', 'settled_at': '2026-01-09T02:57:00+00:00'}",PAY_000312,2026-01-09T02:57:00+00:00,SET_000312,settlements.csv,settlements:SET_000312
10025.00,BATCH_20260108,INR,2026-01-08T00:10:00+00:00,MCH_ZERO,"{'amount': '10025.00', 'settled_at': '2026-01-08T00:10:00+00:00'}",PAY_000313,2026-01-08T00:10:00+00:00,SET_000313,settlements.csv,settlements:SET_000313
76438.97,BATCH_20260109,INR,2026-01-09T01:14:00+00:00,MCH_CAFE,"{'amount': '76438.97', 'settled_at': '2026-01-09T01:14:00+00:00'}",PAY_000314,2026-01-09T01:14:00+00:00,SET_000314,settlements.csv,settlements:SET_000314
55876.21,BATCH_20260109,INR,2026-01-09T02:26:00+00:00,MCH_HEALTH,"{'amount': '55876.21', 'settled_at': '2026-01-09T02:26:00+00:00'}",PAY_000315,2026-01-09T02:26:00+00:00,SET_000315,settlements.csv,settlements:SET_000315
51798.50,BATCH_20260108,INR,2026-01-08T04:37:00+00:00,MCH_ZERO,"{'amount': '51798.50', 'settled_at': '2026-01-08T04:37:00+00:00'}",PAY_000317,2026-01-08T04:37:00+00:00,SET_000317,settlements.csv,settlements:SET_000317
56347.00,BATCH_20260108,INR,2026-01-08T00:57:00+00:00,MCH_ZERO,"{'amount': '56347.00', 'settled_at': '2026-01-08T00:57:00+00:00'}",PAY_000318,2026-01-08T00:57:00+00:00,SET_000318,settlements.csv,settlements:SET_000318
27425.00,BATCH_20260108,INR,2026-01-08T00:48:00+00:00,MCH_ZERO,"{'amount': '27425.00', 'settled_at': '2026-01-08T00:48:00+00:00'}",PAY_000319,2026-01-08T00:48:00+00:00,SET_000319,settlements.csv,settlements:SET_000319
27509.39,BATCH_20260109,INR,2026-01-09T07:09:00+00:00,MCH_CAFE,"{'amount': '27509.39', 'settled_at': '2026-01-09T07:09:00+00:00'}",PAY_000322,2026-01-09T07:09:00+00:00,SET_000322,settlements.csv,settlements:SET_000322
34999.14,BATCH_20260109,INR,2026-01-09T05:16:00+00:00,MCH_SWIFT,"{'amount': '34999.14', 'settled_at': '2026-01-09T05:16:00+00:00'}",PAY_000323,2026-01-09T05:16:00+00:00,SET_000323,settlements.csv,settlements:SET_000323
30558.52,BATCH_20260109,INR,2026-01-09T02:38:00+00:00,MCH_HEALTH,"{'amount': '30558.52', 'settled_at': '2026-01-09T02:38:00+00:00'}",PAY_000325,2026-01-09T02:38:00+00:00,SET_000325,settlements.csv,settlements:SET_000325
53489.44,BATCH_20260108,INR,2026-01-08T06:40:00+00:00,MCH_ZERO,"{'amount': '53489.44', 'settled_at': '2026-01-08T06:40:00+00:00'}",PAY_000326,2026-01-08T06:40:00+00:00,SET_000326,settlements.csv,settlements:SET_000326
81022.80,BATCH_20260109,INR,2026-01-09T01:52:00+00:00,MCH_SWIFT,"{'amount': '81022.80', 'settled_at': '2026-01-09T01:52:00+00:00'}",PAY_000327,2026-01-09T01:52:00+00:00,SET_000327,settlements.csv,settlements:SET_000327
66855.53,BATCH_20260109,INR,2026-01-09T02:15:00+00:00,MCH_CAFE,"{'amount': '66855.53', 'settled_at': '2026-01-09T02:15:00+00:00'}",PAY_000329,2026-01-09T02:15:00+00:00,SET_000329,settlements.csv,settlements:SET_000329
33990.11,BATCH_20260110,INR,2026-01-10T03:26:00+00:00,MCH_SAAS,"{'amount': '33990.11', 'settled_at': '2026-01-10T03:26:00+00:00'}",PAY_000331,2026-01-10T03:26:00+00:00,SET_000331,settlements.csv,settlements:SET_000331
78472.19,BATCH_20260109,INR,2026-01-09T04:27:00+00:00,MCH_HEALTH,"{'amount': '78472.19', 'settled_at': '2026-01-09T04:27:00+00:00'}",PAY_000332,2026-01-09T04:27:00+00:00,SET_000332,settlements.csv,settlements:SET_000332
62420.91,BATCH_20260108,INR,2026-01-08T05:32:00+00:00,MCH_ZERO,"{'amount': '62420.91', 'settled_at': '2026-01-08T05:32:00+00:00'}",PAY_000333,2026-01-08T05:32:00+00:00,SET_000333,settlements.csv,settlements:SET_000333
12916.71,BATCH_20260110,INR,2026-01-10T05:45:00+00:00,MCH_TRAVEL,"{'amount': '12916.71', 'settled_at': '2026-01-10T05:45:00+00:00'}",PAY_000334,2026-01-10T05:45:00+00:00,SET_000334,settlements.csv,settlements:SET_000334
62248.02,BATCH_20260110,INR,2026-01-10T02:59:00+00:00,MCH_SAAS,"{'amount': '62248.02', 'settled_at': '2026-01-10T02:59:00+00:00'}",PAY_000336,2026-01-10T02:59:00+00:00,SET_000336,settlements.csv,settlements:SET_000336
17622.51,BATCH_20260110,INR,2026-01-10T04:55:00+00:00,MCH_SAAS,"{'amount': '17622.51', 'settled_at': '2026-01-10T04:55:00+00:00'}",PAY_000337,2026-01-10T04:55:00+00:00,SET_000337,settlements.csv,settlements:SET_000337
32843.89,BATCH_20260108,INR,2026-01-08T06:08:00+00:00,MCH_ZERO,"{'amount': '32843.89', 'settled_at': '2026-01-08T06:08:00+00:00'}",PAY_000338,2026-01-08T06:08:00+00:00,SET_000338,settlements.csv,settlements:SET_000338
51278.17,BATCH_20260109,INR,2026-01-09T07:09:00+00:00,MCH_HEALTH,"{'amount': '51278.17', 'settled_at': '2026-01-09T07:09:00+00:00'}",PAY_000339,2026-01-09T07:09:00+00:00,SET_000339,settlements.csv,settlements:SET_000339
76203.19,BATCH_20260110,INR,2026-01-10T07:31:00+00:00,MCH_SAAS,"{'amount': '76203.19', 'settled_at': '2026-01-10T07:31:00+00:00'}",PAY_000340,2026-01-10T07:31:00+00:00,SET_000340,settlements.csv,settlements:SET_000340
33392.57,BATCH_20260109,INR,2026-01-09T02:20:00+00:00,MCH_SWIFT,"{'amount': '33392.57', 'settled_at': '2026-01-09T02:20:00+00:00'}",PAY_000341,2026-01-09T02:20:00+00:00,SET_000341,settlements.csv,settlements:SET_000341
28782.12,BATCH_20260109,INR,2026-01-09T08:36:00+00:00,MCH_SWIFT,"{'amount': '28782.12', 'settled_at': '2026-01-09T08:36:00+00:00'}",PAY_000342,2026-01-09T08:36:00+00:00,SET_000342,settlements.csv,settlements:SET_000342
2866.17,BATCH_20260109,INR,2026-01-09T02:39:00+00:00,MCH_HEALTH,"{'amount': '2866.17', 'settled_at': '2026-01-09T02:39:00+00:00'}",PAY_000343,2026-01-09T02:39:00+00:00,SET_000343,settlements.csv,settlements:SET_000343
32777.63,BATCH_20260109,INR,2026-01-09T08:52:00+00:00,MCH_SWIFT,"{'amount': '32777.63', 'settled_at': '2026-01-09T08:52:00+00:00'}",PAY_000344,2026-01-09T08:52:00+00:00,SET_000344,settlements.csv,settlements:SET_000344
59128.86,BATCH_20260109,INR,2026-01-09T03:58:00+00:00,MCH_CAFE,"{'amount': '59128.86', 'settled_at': '2026-01-09T03:58:00+00:00'}",PAY_000345,2026-01-09T03:58:00+00:00,SET_000345,settlements.csv,settlements:SET_000345
8445.32,BATCH_20260119,INR,2026-01-19T02:15:00+00:00,MCH_SAAS,"{'amount': '8445.32', 'settled_at': '2026-01-19T02:15:00+00:00'}",PAY_000347,2026-01-19T02:15:00+00:00,SET_000347,settlements.csv,settlements:SET_000347
84054.91,BATCH_20260110,INR,2026-01-10T03:24:00+00:00,MCH_TRAVEL,"{'amount': '84054.91', 'settled_at': '2026-01-10T03:24:00+00:00'}",PAY_000348,2026-01-10T03:24:00+00:00,SET_000348,settlements.csv,settlements:SET_000348
52196.43,BATCH_20260109,INR,2026-01-09T10:23:00+00:00,MCH_HEALTH,"{'amount': '52196.43', 'settled_at': '2026-01-09T10:23:00+00:00'}",PAY_000349,2026-01-09T10:23:00+00:00,SET_000349,settlements.csv,settlements:SET_000349
33546.58,BATCH_20260109,INR,2026-01-09T08:25:00+00:00,MCH_CAFE,"{'amount': '33546.58', 'settled_at': '2026-01-09T08:25:00+00:00'}",PAY_000350,2026-01-09T08:25:00+00:00,SET_000350,settlements.csv,settlements:SET_000350
21095.27,BATCH_20260110,INR,2026-01-10T07:48:00+00:00,MCH_TRAVEL,"{'amount': '21095.27', 'settled_at': '2026-01-10T07:48:00+00:00'}",PAY_000351,2026-01-10T07:48:00+00:00,SET_000351,settlements.csv,settlements:SET_000351
72068.07,BATCH_20260110,INR,2026-01-10T07:50:00+00:00,MCH_TRAVEL,"{'amount': '72068.07', 'settled_at': '2026-01-10T07:50:00+00:00'}",PAY_000352,2026-01-10T07:50:00+00:00,SET_000352,settlements.csv,settlements:SET_000352
11769.92,BATCH_20260110,INR,2026-01-10T08:59:00+00:00,MCH_TRAVEL,"{'amount': '11769.92', 'settled_at': '2026-01-10T08:59:00+00:00'}",PAY_000354,2026-01-10T08:59:00+00:00,SET_000354,settlements.csv,settlements:SET_000354
24928.34,BATCH_20260109,INR,2026-01-09T04:02:00+00:00,MCH_CAFE,"{'amount': '24928.34', 'settled_at': '2026-01-09T04:02:00+00:00'}",PAY_000355,2026-01-09T04:02:00+00:00,SET_000355,settlements.csv,settlements:SET_000355
74831.25,BATCH_20260109,INR,2026-01-09T10:12:00+00:00,MCH_HEALTH,"{'amount': '74831.25', 'settled_at': '2026-01-09T10:12:00+00:00'}",PAY_000356,2026-01-09T10:12:00+00:00,SET_000356,settlements.csv,settlements:SET_000356
38614.12,BATCH_20260118,INR,2026-01-18T03:15:00+00:00,MCH_HEALTH,"{'amount': '38614.12', 'settled_at': '2026-01-18T03:15:00+00:00'}",PAY_000357,2026-01-18T03:15:00+00:00,SET_000357,settlements.csv,settlements:SET_000357
73053.94,BATCH_20260110,INR,2026-01-10T11:24:00+00:00,MCH_SAAS,"{'amount': '73053.94', 'settled_at': '2026-01-10T11:24:00+00:00'}",PAY_000358,2026-01-10T11:24:00+00:00,SET_000358,settlements.csv,settlements:SET_000358
81181.78,BATCH_20260109,INR,2026-01-09T11:30:00+00:00,MCH_CAFE,"{'amount': '81181.78', 'settled_at': '2026-01-09T11:30:00+00:00'}",PAY_000359,2026-01-09T11:30:00+00:00,SET_000359,settlements.csv,settlements:SET_000359
27131.63,BATCH_20260109,INR,2026-01-09T06:47:00+00:00,MCH_CAFE,"{'amount': '27131.63', 'settled_at': '2026-01-09T06:47:00+00:00'}",PAY_000360,2026-01-09T06:47:00+00:00,SET_000360,settlements.csv,settlements:SET_000360
43323.87,BATCH_20260109,INR,2026-01-09T07:54:00+00:00,MCH_HEALTH,"{'amount': '43323.87', 'settled_at': '2026-01-09T07:54:00+00:00'}",PAY_000361,2026-01-09T07:54:00+00:00,SET_000361,settlements.csv,settlements:SET_000361
48262.14,BATCH_20260110,INR,2026-01-10T04:55:00+00:00,MCH_TRAVEL,"{'amount': '48262.14', 'settled_at': '2026-01-10T04:55:00+00:00'}",PAY_000362,2026-01-10T04:55:00+00:00,SET_000362,settlements.csv,settlements:SET_000362
32281.65,BATCH_20260110,INR,2026-01-10T10:58:00+00:00,MCH_TRAVEL,"{'amount': '32281.65', 'settled_at': '2026-01-10T10:58:00+00:00'}",PAY_000363,2026-01-10T10:58:00+00:00,SET_000363,settlements.csv,settlements:SET_000363
75904.84,BATCH_20260109,INR,2026-01-09T09:00:00+00:00,MCH_HEALTH,"{'amount': '75904.84', 'settled_at': '2026-01-09T09:00:00+00:00'}",PAY_000364,2026-01-09T09:00:00+00:00,SET_000364,settlements.csv,settlements:SET_000364
66778.11,BATCH_20260110,INR,2026-01-10T10:21:00+00:00,MCH_SAAS,"{'amount': '66778.11', 'settled_at': '2026-01-10T10:21:00+00:00'}",PAY_000365,2026-01-10T10:21:00+00:00,SET_000365,settlements.csv,settlements:SET_000365
46197.32,BATCH_20260110,INR,2026-01-10T08:16:00+00:00,MCH_SAAS,"{'amount': '46197.32', 'settled_at': '2026-01-10T08:16:00+00:00'}",PAY_000366,2026-01-10T08:16:00+00:00,SET_000366,settlements.csv,settlements:SET_000366
17158.56,BATCH_20260110,INR,2026-01-10T06:40:00+00:00,MCH_TRAVEL,"{'amount': '17158.56', 'settled_at': '2026-01-10T06:40:00+00:00'}",PAY_000367,2026-01-10T06:40:00+00:00,SET_000367,settlements.csv,settlements:SET_000367
58033.66,BATCH_20260109,INR,2026-01-09T06:40:00+00:00,MCH_CAFE,"{'amount': '58033.66', 'settled_at': '2026-01-09T06:40:00+00:00'}",PAY_000368,2026-01-09T06:40:00+00:00,SET_000368,settlements.csv,settlements:SET_000368
2826.15,BATCH_20260110,INR,2026-01-10T06:51:00+00:00,MCH_TRAVEL,"{'amount': '2826.15', 'settled_at': '2026-01-10T06:51:00+00:00'}",PAY_000369,2026-01-10T06:51:00+00:00,SET_000369,settlements.csv,settlements:SET_000369
19976.97,BATCH_20260110,INR,2026-01-10T11:53:00+00:00,MCH_TRAVEL,"{'amount': '19976.97', 'settled_at': '2026-01-10T11:53:00+00:00'}",PAY_000371,2026-01-10T11:53:00+00:00,SET_000371,settlements.csv,settlements:SET_000371
8029.61,BATCH_20260110,INR,2026-01-10T07:01:00+00:00,MCH_TRAVEL,"{'amount': '8029.61', 'settled_at': '2026-01-10T07:01:00+00:00'}",PAY_000372,2026-01-10T07:01:00+00:00,SET_000372,settlements.csv,settlements:SET_000372
8996.63,BATCH_20260109,INR,2026-01-09T11:09:00+00:00,MCH_CAFE,"{'amount': '8996.63', 'settled_at': '2026-01-09T11:09:00+00:00'}",PAY_000373,2026-01-09T11:09:00+00:00,SET_000373,settlements.csv,settlements:SET_000373
52974.87,BATCH_20260110,INR,2026-01-10T09:26:00+00:00,MCH_TRAVEL,"{'amount': '52974.87', 'settled_at': '2026-01-10T09:26:00+00:00'}",PAY_000374,2026-01-10T09:26:00+00:00,SET_000374,settlements.csv,settlements:SET_000374
62092.28,BATCH_20260110,INR,2026-01-10T07:16:00+00:00,MCH_TRAVEL,"{'amount': '62092.28', 'settled_at': '2026-01-10T07:16:00+00:00'}",PAY_000375,2026-01-10T07:16:00+00:00,SET_000375,settlements.csv,settlements:SET_000375
86226.44,BATCH_20260109,INR,2026-01-09T07:39:00+00:00,MCH_HEALTH,"{'amount': '86226.44', 'settled_at': '2026-01-09T07:39:00+00:00'}",PAY_000376,2026-01-09T07:39:00+00:00,SET_000376,settlements.csv,settlements:SET_000376
82887.41,BATCH_20260109,INR,2026-01-09T06:40:00+00:00,MCH_CAFE,"{'amount': '82887.41', 'settled_at': '2026-01-09T06:40:00+00:00'}",PAY_000377,2026-01-09T06:40:00+00:00,SET_000377,settlements.csv,settlements:SET_000377
23198.00,BATCH_20260108,INR,2026-01-08T07:49:00+00:00,MCH_ZERO,"{'amount': '23198.00', 'settled_at': '2026-01-08T07:49:00+00:00'}",PAY_000378,2026-01-08T07:49:00+00:00,SET_000378,settlements.csv,settlements:SET_000378
6314.00,BATCH_20260108,INR,2026-01-08T11:54:00+00:00,MCH_ZERO,"{'amount': '6314.00', 'settled_at': '2026-01-08T11:54:00+00:00'}",PAY_000379,2026-01-08T11:54:00+00:00,SET_000379,settlements.csv,settlements:SET_000379
79795.36,BATCH_20260110,INR,2026-01-10T08:03:00+00:00,MCH_SAAS,"{'amount': '79795.36', 'settled_at': '2026-01-10T08:03:00+00:00'}",PAY_000380,2026-01-10T08:03:00+00:00,SET_000380,settlements.csv,settlements:SET_000380
43173.89,BATCH_20260109,INR,2026-01-09T07:06:00+00:00,MCH_CAFE,"{'amount': '43173.89', 'settled_at': '2026-01-09T07:06:00+00:00'}",PAY_000381,2026-01-09T07:06:00+00:00,SET_000381,settlements.csv,settlements:SET_000381
13640.17,BATCH_20260109,INR,2026-01-09T13:22:00+00:00,MCH_SWIFT,"{'amount': '13640.17', 'settled_at': '2026-01-09T13:22:00+00:00'}",PAY_000382,2026-01-09T13:22:00+00:00,SET_000382,settlements.csv,settlements:SET_000382
